Name,Brand,Current Price,Original Price,Discount %,Strap Colour,Strap Type,Watch Shape,Display Size,Display Type,Calorie Count,Step Count,Heart Rate Monitor,Health Features,Smart Functions,brand,parent_company,number_of_associated_brands,Calculated Discount %,Discount Suspicious,Display Size (inches),Health Feature Count,Smart Feature Count,Price Anomaly
"GameSir H9 Black Full Screen Touch Watch, Bluetooth calling, Heal...more",GameSir,1326.0,1311.0,79.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor",BT Calling,GameSir,GameSir,0,-1.1,True,8.0,2,1,True
FITRIC Gen 9 Model Fitness Health Music Smartwatch: The Next Gene...more,FITRIC,1505.0,697.0,84.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",FITRIC,FITRIC,0,-115.9,True,8.0,3,2,True
Fastrack Revoltt XR1-1.38|BT Calling|Fast Charge|100+ Sports Mode...more,Fastrack,1509.0,1399.0,62.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",Fastrack,Titan Company Limited,0,-7.9,True,8.0,1,2,True
"WTG PF9 Series 1.39"" AMOLED Display Music & Fitness BT Calling Lu...more",WTG,1699.0,1499.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",WTG,WTG,0,-13.3,True,8.0,1,2,True
OXILAG Gen9 Ladies smartwatch with Two Straps Calling Notificatio...more,OXILAG,1478.0,1349.0,84.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,OXILAG,OXILAG,0,-9.6,True,8.0,3,1,True
"GOBOULT Drift BT Calling HD Display, 140+ Watchface, BT calling, ...more",GOBOULT,885.0,1299.0,89.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2","BT Calling, Voice Assistant",GOBOULT,GOBOULT,0,31.9,True,8.0,2,2,False
"WTG i8 Pink 1.69"" HD Display Bluetooth Calling, Notifications, Va...more",WTG,695.0,685.0,77.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,WTG,WTG,0,-1.5,True,8.0,1,1,True
"MVC ENTERPRISE Gen9 Smartwatch (Rose Gold, Pink Strap, FREE SIZE)",MVC,1199.0,1199.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",MVC,Unknown,0,0.0,True,8.0,1,2,False
"GameSir Active 2 Round Stay Connected with YouTube, Facebook, and...more",GameSir,1357.0,1349.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor",BT Calling,GameSir,GameSir,0,-0.6,True,8.0,2,1,True
"SUSTAINIX Gen 9 1.5"" HD Display Smartwatch: The Next Generation o...more",SUSTAINIX,1509.0,697.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",SUSTAINIX,SUSTAINIX,0,-116.5,True,8.0,1,2,True
"GOBOULT Drift+ 1.85'' HD Display ,BT Calling, 500 Nits Brightness...more",GOBOULT,1299.0,1199.0,78.0,Black,Metal,Round,"8""",LCD/TFT,False,False,True,"Heart Rate, SpO2","BT Calling, Voice Assistant",GOBOULT,GOBOULT,0,-8.3,True,8.0,2,2,True
Vishaq Gen 9 Model Fitness Health Music Smartwatch: The Next Gene...more,Vishaq,1461.0,1349.0,70.0,Black,Metal,Round,"8""",AMOLED,True,True,True,"Calorie Count, Step Count, Heart Rate, Sleep Monitor",BT Calling,Vishaq,Vishaq,0,-8.3,True,8.0,4,1,True
GameSir Women Men Heart Rate Blood Pressure Fitness Tracker Sport...more,GameSir,1365.0,1328.0,73.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",GameSir,GameSir,0,-2.8,True,8.0,2,2,True
"GameSir Active 2 Round Stay Connected with Fashion, Facebook, and...more",GameSir,1365.0,1470.0,62.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,GameSir,GameSir,0,7.1,True,8.0,3,1,False
MBS Gen 9 smartwatch latest smart watch for girls amoled display ...more,MBS,1499.0,879.0,65.0,Black,Metal,Round,"8""",AMOLED,True,True,True,"Calorie Count, Step Count, Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",MBS,MBS,0,-70.5,True,8.0,4,2,True
"Melbon LAXA-FIT 2.01 AMOLED Display, Smart Health Monitoring, Fit...more",Melbon,868.0,704.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2, Sleep Monitor",BT Calling,Melbon,Melbon,0,-23.3,True,8.0,3,1,True
"GOBOULT Drift BT Calling HD Display, 140+ Watchface, BT calling, ...more",GOBOULT,897.0,1615.0,85.0,Black,Leather,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",GOBOULT,GOBOULT,0,44.5,True,8.0,2,2,False
"GOBOULT Drift BT Calling HD Display, 140+ Watchface, BT calling, ...more",GOBOULT,862.0,1199.0,85.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2",BT Calling,GOBOULT,GOBOULT,0,28.1,True,8.0,2,1,False
"Pebble Vienna Women 1.27""Ultra HD Display,Diamond Cut Design, BT ...more",Pebble,1499.0,1478.0,69.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,Pebble,Pebble,0,-1.4,True,8.0,3,1,True
Fire-Boltt Hunter 51.1mm (2.01) HD Display Bluetooth Calling Sing...more,Fire-Boltt,1499.0,2499.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",Fire-Boltt,Fire-Boltt,0,40.0,True,8.0,2,2,False
GameSir Activ 2 Silicone Round Stay Connected with Health Fitness...more,GameSir,2164.0,862.0,62.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,GameSir,GameSir,0,-151.0,True,8.0,3,1,True
GameSir Gen 9 Model : The Next Generation of women Fitness Yoga M...more,GameSir,1199.0,1470.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",GameSir,GameSir,0,18.4,True,8.0,1,2,False
Nikki Trades Gen 9 Model Fitness Health Music Smartwatch: The Nex...more,Nikki,2164.0,4999.0,70.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,Nikki,Nikki,0,56.7,False,8.0,3,1,False
Vibez by Lifelong Jewel Watch for Women with Bluetooth Calling & ...more,Vibez,2799.0,2659.0,70.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate","BT Calling, Voice Assistant",Vibez,Vibez,0,-5.3,True,8.0,2,2,True
Fastrack Revoltt Pro-1.97'' Super AMOLED Display|AOD|Working Crow...more,Fastrack,3199.0,3599.0,58.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",Fastrack,Titan Company Limited,0,11.1,True,8.0,1,2,False
"GOBOULT Drift BT Calling HD Display, 140+ Watchface, BT calling, ...more",GOBOULT,1449.0,879.0,85.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",GOBOULT,GOBOULT,0,-64.8,True,8.0,1,2,True
Wyltron Stylish Smartwatch pink T55 series 8 Bluetooth Calling Fi...more,Wyltron,704.0,691.0,65.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2, Sleep Monitor",BT Calling,Wyltron,Wyltron,0,-1.9,True,8.0,3,1,True
"Nervfit New Launch Orion S1 1.43"" AMOLED with AOD, BT Calling, Pr...more",Nervfit,2499.0,1470.0,76.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",Nervfit,Nervfit,0,-70.0,True,8.0,3,2,True
GameSir Active 2 Grey Round Stay Connected with Health App Notifi...more,GameSir,1349.0,1357.0,84.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,GameSir,GameSir,0,0.6,True,8.0,3,1,False
"GameSir Active2 premium with pink Slicone strep ,advance feature ...more",GameSir,1351.0,1349.0,87.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,GameSir,GameSir,0,-0.1,True,8.0,3,1,True
"Nervfit Pulse, 1.83"" TrueColor+ HD Display, Fitness, HR, BP Track...more",Nervfit,894.0,1209.0,79.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor",BT Calling,Nervfit,Nervfit,0,26.1,True,8.0,2,1,False
"Nervfit New ACTIV Pro 1.39"" TrueColor+ LED, BT Calls, Steps, HR, ...more",Nervfit,1699.0,2099.0,84.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",Nervfit,Nervfit,0,19.1,True,8.0,3,2,False
"GameSir T55 Pink 1.39"" Full Touch Display, Music, Fitness, Sports...more",GameSir,861.0,707.0,65.0,Black,Metal,Round,"8""",AMOLED,True,True,True,"Calorie Count, Step Count, Heart Rate, SpO2, Sleep Monitor","BT Calling, Voice Assistant",GameSir,GameSir,0,-21.8,True,8.0,5,2,True
"GOBOULT Drift BT Calling HD Display, 140+ Watchface, BT calling, ...more",GOBOULT,1449.0,1499.0,65.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",GOBOULT,GOBOULT,0,3.3,True,8.0,2,2,False
Fastrack Revoltt Pro-1.97'' Super AMOLED Display|AOD|Working Crow...more,Fastrack,3599.0,4999.0,58.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",Fastrack,Titan Company Limited,0,28.0,True,8.0,1,2,False
sweetex Rose Gold Smart Watch Bluetooth Calling Activity Tracking...more,sweetex,1666.0,2416.0,70.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",sweetex,Sweetex,0,31.0,True,8.0,1,2,False
"Maxima Max Pro Bliss 1.19"" Super HD Display, BT Calling, 600 Nits...more",Maxima,2499.0,2374.0,87.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",Maxima,Maxima,0,-5.3,True,8.0,2,2,True
"WTG Active 2 Premium Round Smartwatch with BT Calling, Fitness Mo...more",WTG,1349.0,1467.0,73.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,WTG,WTG,0,8.0,True,8.0,3,1,False
"GOBOULT Drift+ 1.85'' HD Display ,BT Calling, 500 Nits Brightness...more",GOBOULT,1499.0,999.0,70.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2",BT Calling,GOBOULT,GOBOULT,0,-50.1,True,8.0,2,1,True
Melbon Gen9 Trendy Design–The Perfect Valentine’s Gift for Your L...more,Melbon,1509.0,1349.0,71.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, SpO2, Sleep Monitor",BT Calling,Melbon,Melbon,0,-11.9,True,8.0,4,1,True
"Nervfit Vibe 1.85"" TrueColor+ Super HD, BT Calls, Waterproof, HR,...more",Nervfit,697.0,2099.0,93.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",Nervfit,Nervfit,0,66.8,True,8.0,2,2,False
GameSir Gen 9 Metal Rose Gold Smart watch for Girls & Women Bluet...more,GameSir,1349.0,1509.0,84.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,GameSir,GameSir,0,10.6,True,8.0,3,1,False
OXILAG Gen9 with Dual Straps Calling notification Waterproof Wome...more,OXILAG,1509.0,1470.0,70.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",OXILAG,OXILAG,0,-2.7,True,8.0,3,2,True
GameSir PF 9 Model : The Next Generation of women Fitness Yoga Mu...more,GameSir,4999.0,1461.0,70.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,GameSir,GameSir,0,-242.2,True,8.0,1,1,True
GameSir Gen 9 Smartwatch Luxury Design Specially for Girls & Wome...more,GameSir,1478.0,1509.0,62.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",GameSir,GameSir,0,2.1,True,8.0,3,2,False
"Maxima Max Pro Velocity 1.83""Ultra HD 2.5D Curved Display,BT Call...more",Maxima,2099.0,1357.0,71.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",Maxima,Maxima,0,-54.7,True,8.0,1,2,True
"ATSK HUB Trendy latest Gen9 smartwatch, Golden & Pink strap ,hd d...more",ATSK,1349.0,1351.0,70.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2, Sleep Monitor",BT Calling,ATSK,ATSK,0,0.1,True,8.0,3,1,False
Fastrack Optimus2 Pro-1.43'' AMOLED|Advanced Blazing Fast UI|AOD|...more,Fastrack,1505.0,3599.0,62.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",Fastrack,Titan Company Limited,0,58.2,False,8.0,3,2,False
"WTG i8 Pink 1.54"" HD Display Bluetooth Calling, Notifications, Mu...more",WTG,691.0,682.0,85.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,WTG,WTG,0,-1.3,True,8.0,1,1,True
"WTG Active 2 Premium Round Smartwatch with BT Calling, Fitness Mo...more",WTG,1470.0,4999.0,58.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",WTG,WTG,0,70.6,False,8.0,1,2,False
"GameSir Bluetooth Calling Smartwatch with Round HD Display, Fitne...more",GameSir,1349.0,1470.0,85.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,GameSir,GameSir,0,8.2,True,8.0,1,1,False
WauroNix H6 Fitness Smart Watch with Long Battery Life & Sports M...more,WauroNix,674.0,624.0,77.0,Black,Metal,Round,"8""",LCD/TFT,False,False,True,"Heart Rate, Sleep Monitor",BT Calling,WauroNix,WauroNix,0,-8.0,True,8.0,2,1,True
"GameSir T55 Pink 1.39"" Full Touch Display, Music, Fitness, Sports...more",GameSir,695.0,691.0,65.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,GameSir,GameSir,0,-0.6,True,8.0,1,1,True
"Ezerio Gen 9 Smart Watch, Rose Gold, Pink Band,and Diamond Strap ...more",Ezerio,879.0,835.0,63.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",Ezerio,Ezerio,0,-5.3,True,8.0,1,2,True
GameSir Gen 9 Gold With Silicone Pink Strep BT Calling for Womens...more,GameSir,1461.0,1349.0,71.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,GameSir,GameSir,0,-8.3,True,8.0,1,1,True
"GOBOULT Drift BT Calling HD Display, 140+ Watchface, BT calling, ...more",GOBOULT,846.0,1399.0,89.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",GOBOULT,GOBOULT,0,39.5,True,8.0,1,2,False
"GameSir Active 2 Premium Smartwatch with BT Calling, TWS Connect,...more",GameSir,1349.0,1349.0,62.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,GameSir,GameSir,0,0.0,True,8.0,1,1,False
"SUSTAINIX Gen 9 1.5"" HD Display Smartwatch: The Next Generation o...more",SUSTAINIX,697.0,1461.0,70.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",SUSTAINIX,SUSTAINIX,0,52.3,True,8.0,1,2,False
"GOBOULT Drift+ 1.85'' HD Display ,BT Calling, 500 Nits Brightness...more",GOBOULT,1399.0,1199.0,83.0,Black,Metal,Round,"8""",LCD/TFT,False,False,True,"Heart Rate, SpO2","BT Calling, Voice Assistant",GOBOULT,GOBOULT,0,-16.7,True,8.0,2,2,True
"Nervfit Activ Pro 1.39'' TrueColor+ LED, BT, HR, Sp02, BP, Calori...more",Nervfit,1599.0,1499.0,62.0,Black,Metal,Round,"8""",AMOLED,True,True,True,"Calorie Count, Step Count, Heart Rate, SpO2",BT Calling,Nervfit,Nervfit,0,-6.7,True,8.0,4,1,True
MBS Gen 9 smartwatch latest smart watch for girls amoled display ...more,MBS,685.0,879.0,65.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",MBS,MBS,0,22.1,True,8.0,1,2,False
Mynx Gen 8 Model Fitness Health Music Smartwatch Smartwatch (Gold...more,Mynx,965.0,916.0,70.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate","BT Calling, Voice Assistant",Mynx,Mynx,0,-5.3,True,8.0,2,2,True
GameSir Gen 9 Model Fitness Health Music Smartwatch: The Next Gen...more,GameSir,4999.0,1461.0,62.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,GameSir,GameSir,0,-242.2,True,8.0,1,1,True
"GameSir T55 Pink 1.39"" Full Touch Display, Music, Fitness, Sports...more",GameSir,691.0,699.0,76.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2, Sleep Monitor",BT Calling,GameSir,GameSir,0,1.1,True,8.0,3,1,False
"PANKAJ ENTERPRISES T500 Pro HD Display Bluetooth Calling, Notific...more",PANKAJ,449.0,399.0,76.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2",BT Calling,PANKAJ,PANKAJ,0,-12.5,True,8.0,2,1,True
PunnkFunnk Women & Men Heart Rate Blood Pressure Fitness Tracker ...more,PunnkFunnk,2999.0,2999.0,82.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",PunnkFunnk,PunnkFunnk,0,0.0,True,8.0,2,2,False
"WTG PF9 Series 1.39"" AMOLED Display Music & Fitness BT Calling Lu...more",WTG,1461.0,1505.0,84.0,Black,Metal,Round,"8""",AMOLED,True,True,True,"Calorie Count, Step Count, Heart Rate, Sleep Monitor",BT Calling,WTG,WTG,0,2.9,True,8.0,4,1,False
"WTG i8 Pink 1.54"" HD Display Bluetooth Calling, Notifications, Mu...more",WTG,24999.0,4499.0,85.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2, Sleep Monitor",BT Calling,WTG,WTG,0,-455.7,True,8.0,3,1,True
"GameSir T55 Pink 1.39"" Full Touch Display, Music, Fitness, Sports...more",GameSir,698.0,695.0,65.0,Black,Metal,Round,"8""",AMOLED,True,True,True,"Calorie Count, Step Count, Heart Rate, SpO2, Sleep Monitor","BT Calling, Voice Assistant",GameSir,GameSir,0,-0.4,True,8.0,5,2,True
"Nervfit New Launch Orion S1 1.43"" AMOLED with AOD, BT Calling, Pr...more",Nervfit,1505.0,2499.0,44.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",Nervfit,Nervfit,0,39.8,False,8.0,3,2,False
OXILAG Gen9 with Dual Straps Calling notification Waterproof Wome...more,OXILAG,4999.0,1478.0,70.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",OXILAG,OXILAG,0,-238.2,True,8.0,1,2,True
Nikki Trades Gen 9 Model Fitness Health Music Smartwatch: The Nex...more,Nikki,1470.0,1478.0,70.0,Black,Metal,Round,"8""",AMOLED,False,True,True,"Step Count, Heart Rate, Sleep Monitor",BT Calling,Nikki,Nikki,0,0.5,True,8.0,3,1,False
GameSir Gen 9 Smartwatch Luxury Design Specially for Girls & Wome...more,GameSir,1349.0,1365.0,62.0,Black,Metal,Round,"8""",AMOLED,True,True,True,"Calorie Count, Step Count, Heart Rate, SpO2, Sleep Monitor","BT Calling, Voice Assistant",GameSir,GameSir,0,1.2,True,8.0,5,2,False
"WTG PF9 Series 1.39"" AMOLED Display Music & Fitness BT Calling Lu...more",WTG,1505.0,24999.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,WTG,WTG,0,94.0,False,8.0,1,1,False
"GOBOULT Drift BT Calling HD Display, 140+ Watchface, BT calling, ...more",GOBOULT,1199.0,29.0,85.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",GOBOULT,GOBOULT,0,-4034.5,True,8.0,1,2,True
GameSir Gen 9 Metal Rose Gold Smart watch for Girls & Women Bluet...more,GameSir,1509.0,1461.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,GameSir,GameSir,0,-3.3,True,8.0,1,1,True
Melbon Gen9 Trendy Design–The Perfect Valentine’s Gift for Your L...more,Melbon,1349.0,1461.0,71.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, SpO2, Sleep Monitor",BT Calling,Melbon,Melbon,0,7.7,True,8.0,3,1,False
"Nervfit Pulse, 1.83"" TrueColor+ HD Display, Fitness, HR, BP Track...more",Nervfit,1499.0,1449.0,79.0,Black,Metal,Round,"8""",AMOLED,False,False,True,"Heart Rate, Sleep Monitor","BT Calling, Voice Assistant",Nervfit,Nervfit,0,-3.5,True,8.0,2,2,True
"WTG Active 2 Premium Round Smartwatch with BT Calling, Fitness Mo...more",WTG,1467.0,1470.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",WTG,WTG,0,0.2,True,8.0,1,2,False
"Maxima Max Pro Velocity 1.83""Ultra HD 2.5D Curved Display,BT Call...more",Maxima,2099.0,2099.0,84.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,"BT Calling, Voice Assistant",Maxima,Maxima,0,0.0,True,8.0,1,2,False
"WTG Active 2 Premium Round Smartwatch with BT Calling, Fitness Mo...more",WTG,1461.0,1349.0,73.0,Black,Metal,Round,"8""",AMOLED,False,False,True,Heart Rate,BT Calling,WTG,WTG,0,-8.3,True,8.0,1,1,True
sweetex Rose Gold Smart Watch Bluetooth Calling Activity Tracking...more,sweetex,1666.0,1478.0,70.0,Black,Metal,Round,"8""",AMOLED,False,False,False,Fitness Tracker,"BT Calling, Voice Assistant",sweetex,Sweetex,0,-12.7,True,8.0,1,2,True
